source_lang,target_lang,source_text,target_text
pa,en,ਅਸੀਂ ਘਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਦੇਖਦੇ ਹਾਂ।,We see football in the home.
hi,pa,हम घर में फुटबॉल देखते हैं।,ਅਸੀਂ ਘਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਦੇਖਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਘਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਦੇਖਦੇ ਹਾਂ।,हम घर में फुटबॉल देखते हैं।
en,hi,I watch cars in the village.,मैं गाँव में गाड़ियाँ देखता हूँ।
hi,en,मैं गाँव में गाड़ियाँ देखता हूँ।,I watch cars in the village.
en,pa,I watch cars in the village.,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹਾਂ।,I watch cars in the village.
hi,pa,मैं गाँव में गाड़ियाँ देखता हूँ।,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹਾਂ।,मैं गाँव में गाड़ियाँ देखता हूँ।
en,hi,She play tea in the home.,वह घर में चाय खेलती है।
hi,en,वह घर में चाय खेलती है।,She play tea in the home.
en,pa,She play tea in the home.,ਉਹ ਘਰ ਵਿੱਚ ਚਾਹ ਖੇਡਦੀ ਹੈ।
pa,en,ਉਹ ਘਰ ਵਿੱਚ ਚਾਹ ਖੇਡਦੀ ਹੈ।,She play tea in the home.
hi,pa,वह घर में चाय खेलती है।,ਉਹ ਘਰ ਵਿੱਚ ਚਾਹ ਖੇਡਦੀ ਹੈ।
pa,hi,ਉਹ ਘਰ ਵਿੱਚ ਚਾਹ ਖੇਡਦੀ ਹੈ।,वह घर में चाय खेलती है।
en,hi,She want music in the village.,वह गांव में संगीत चाहती हैं.
hi,en,वह गांव में संगीत चाहती हैं.,She want music in the village.
en,pa,She want music in the village.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਸੰਗੀਤ ਚਾਹੁੰਦੀ ਹੈ।
pa,en,ਉਹ ਪਿੰਡ ਵਿੱਚ ਸੰਗੀਤ ਚਾਹੁੰਦੀ ਹੈ।,She want music in the village.
hi,pa,वह गांव में संगीत चाहती हैं.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਸੰਗੀਤ ਚਾਹੁੰਦੀ ਹੈ।
pa,hi,ਉਹ ਪਿੰਡ ਵਿੱਚ ਸੰਗੀਤ ਚਾਹੁੰਦੀ ਹੈ।,वह गांव में संगीत चाहती हैं.
en,hi,I know food in the park.,मैं पार्क में खाना जानता हूँ।
hi,en,मैं पार्क में खाना जानता हूँ।,I know food in the park.
en,pa,I know food in the park.,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਖਾਣਾ ਜਾਣਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਖਾਣਾ ਜਾਣਦਾ ਹਾਂ।,I know food in the park.
hi,pa,मैं पार्क में खाना जानता हूँ।,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਖਾਣਾ ਜਾਣਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਖਾਣਾ ਜਾਣਦਾ ਹਾਂ।,मैं पार्क में खाना जानता हूँ।
en,hi,They like music in the village.,उन्हें गांव का संगीत पसंद है.
hi,en,उन्हें गांव का संगीत पसंद है.,They like music in the village.
en,pa,They like music in the village.,ਉਨ੍ਹਾਂ ਨੂੰ ਪਿੰਡ ਦਾ ਸੰਗੀਤ ਪਸੰਦ ਹੈ।
pa,en,ਉਨ੍ਹਾਂ ਨੂੰ ਪਿੰਡ ਦਾ ਸੰਗੀਤ ਪਸੰਦ ਹੈ।,They like music in the village.
hi,pa,उन्हें गांव का संगीत पसंद है.,ਉਨ੍ਹਾਂ ਨੂੰ ਪਿੰਡ ਦਾ ਸੰਗੀਤ ਪਸੰਦ ਹੈ।
pa,hi,ਉਨ੍ਹਾਂ ਨੂੰ ਪਿੰਡ ਦਾ ਸੰਗੀਤ ਪਸੰਦ ਹੈ।,उन्हें गांव का संगीत पसंद है.
en,hi,You see coffee in the market.,आप बाज़ार में कॉफ़ी देखते हैं.
hi,en,आप बाज़ार में कॉफ़ी देखते हैं.,You see coffee in the market.
en,pa,You see coffee in the market.,ਤੁਸੀਂ ਬਜ਼ਾਰ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੇ ਹੋ।
pa,en,ਤੁਸੀਂ ਬਜ਼ਾਰ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੇ ਹੋ।,You see coffee in the market.
hi,pa,आप बाज़ार में कॉफ़ी देखते हैं.,ਤੁਸੀਂ ਬਜ਼ਾਰ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੇ ਹੋ।
pa,hi,ਤੁਸੀਂ ਬਜ਼ਾਰ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੇ ਹੋ।,आप बाज़ार में कॉफ़ी देखते हैं.
en,hi,He play apples in the restaurant.,वह रेस्तरां में सेब खेलता है।
hi,en,वह रेस्तरां में सेब खेलता है।,He play apples in the restaurant.
en,pa,He play apples in the restaurant.,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਖੇਡਦਾ ਹੈ।
pa,en,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਖੇਡਦਾ ਹੈ।,He play apples in the restaurant.
hi,pa,वह रेस्तरां में सेब खेलता है।,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਖੇਡਦਾ ਹੈ।
pa,hi,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਖੇਡਦਾ ਹੈ।,वह रेस्तरां में सेब खेलता है।
en,hi,I prefer tea in the office.,मुझे ऑफिस में चाय पसंद है.
hi,en,मुझे ऑफिस में चाय पसंद है.,I prefer tea in the office.
en,pa,I prefer tea in the office.,ਮੈਂ ਦਫ਼ਤਰ ਵਿੱਚ ਚਾਹ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਦਫ਼ਤਰ ਵਿੱਚ ਚਾਹ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦਾ ਹਾਂ।,I prefer tea in the office.
hi,pa,मुझे ऑफिस में चाय पसंद है.,ਮੈਂ ਦਫ਼ਤਰ ਵਿੱਚ ਚਾਹ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਦਫ਼ਤਰ ਵਿੱਚ ਚਾਹ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦਾ ਹਾਂ।,मुझे ऑफिस में चाय पसंद है.
en,hi,She want coffee in the school.,वह स्कूल में कॉफ़ी चाहती है।
hi,en,वह स्कूल में कॉफ़ी चाहती है।,She want coffee in the school.
en,pa,She want coffee in the school.,ਉਸਨੂੰ ਸਕੂਲ ਵਿੱਚ ਕੌਫੀ ਚਾਹੀਦੀ ਹੈ।
pa,en,ਉਸਨੂੰ ਸਕੂਲ ਵਿੱਚ ਕੌਫੀ ਚਾਹੀਦੀ ਹੈ।,She want coffee in the school.
hi,pa,वह स्कूल में कॉफ़ी चाहती है।,ਉਸਨੂੰ ਸਕੂਲ ਵਿੱਚ ਕੌਫੀ ਚਾਹੀਦੀ ਹੈ।
pa,hi,ਉਸਨੂੰ ਸਕੂਲ ਵਿੱਚ ਕੌਫੀ ਚਾਹੀਦੀ ਹੈ।,वह स्कूल में कॉफ़ी चाहती है।
en,hi,She watch cricket in the office.,वह ऑफिस में क्रिकेट देखती है।
hi,en,वह ऑफिस में क्रिकेट देखती है।,She watch cricket in the office.
en,pa,She watch cricket in the office.,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦੇਖਦੀ ਹੈ।
pa,en,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦੇਖਦੀ ਹੈ।,She watch cricket in the office.
hi,pa,वह ऑफिस में क्रिकेट देखती है।,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦੇਖਦੀ ਹੈ।
pa,hi,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦੇਖਦੀ ਹੈ।,वह ऑफिस में क्रिकेट देखती है।
en,hi,She play football in the city.,वह शहर में फुटबॉल खेलती है।
hi,en,वह शहर में फुटबॉल खेलती है।,She play football in the city.
en,pa,She play football in the city.,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਖੇਡਦੀ ਹੈ।
pa,en,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਖੇਡਦੀ ਹੈ।,She play football in the city.
hi,pa,वह शहर में फुटबॉल खेलती है।,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਖੇਡਦੀ ਹੈ।
pa,hi,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਖੇਡਦੀ ਹੈ।,वह शहर में फुटबॉल खेलती है।
en,hi,He play football in the market.,वह बाजार में फुटबॉल खेलता है।
hi,en,वह बाजार में फुटबॉल खेलता है।,He play football in the market.
en,pa,He play football in the market.,ਉਹ ਬਾਜ਼ਾਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਖੇਡਦਾ ਹੈ।
pa,en,ਉਹ ਬਾਜ਼ਾਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਖੇਡਦਾ ਹੈ।,He play football in the market.
hi,pa,वह बाजार में फुटबॉल खेलता है।,ਉਹ ਬਾਜ਼ਾਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਖੇਡਦਾ ਹੈ।
pa,hi,ਉਹ ਬਾਜ਼ਾਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਖੇਡਦਾ ਹੈ।,वह बाजार में फुटबॉल खेलता है।
en,hi,We like apples in the restaurant.,हमें रेस्तरां में सेब पसंद हैं।
hi,en,हमें रेस्तरां में सेब पसंद हैं।,We like apples in the restaurant.
en,pa,We like apples in the restaurant.,ਸਾਨੂੰ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਪਸੰਦ ਹਨ।
pa,en,ਸਾਨੂੰ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਪਸੰਦ ਹਨ।,We like apples in the restaurant.
hi,pa,हमें रेस्तरां में सेब पसंद हैं।,ਸਾਨੂੰ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਪਸੰਦ ਹਨ।
pa,hi,ਸਾਨੂੰ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਪਸੰਦ ਹਨ।,हमें रेस्तरां में सेब पसंद हैं।
en,hi,I eat apples in the restaurant.,मैं रेस्तरां में सेब खाता हूं.
hi,en,मैं रेस्तरां में सेब खाता हूं.,I eat apples in the restaurant.
en,pa,I eat apples in the restaurant.,ਮੈਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਖਾਂਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਖਾਂਦਾ ਹਾਂ।,I eat apples in the restaurant.
hi,pa,मैं रेस्तरां में सेब खाता हूं.,ਮੈਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਖਾਂਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਖਾਂਦਾ ਹਾਂ।,मैं रेस्तरां में सेब खाता हूं.
en,hi,He eat movies in the city.,वह शहर में फिल्में खाता है।
hi,en,वह शहर में फिल्में खाता है।,He eat movies in the city.
en,pa,He eat movies in the city.,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫਿਲਮਾਂ ਖਾਂਦਾ ਹੈ।
pa,en,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫਿਲਮਾਂ ਖਾਂਦਾ ਹੈ।,He eat movies in the city.
hi,pa,वह शहर में फिल्में खाता है।,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫਿਲਮਾਂ ਖਾਂਦਾ ਹੈ।
pa,hi,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫਿਲਮਾਂ ਖਾਂਦਾ ਹੈ।,वह शहर में फिल्में खाता है।
en,hi,They eat music in the park.,वे पार्क में संगीत खाते हैं।
hi,en,वे पार्क में संगीत खाते हैं।,They eat music in the park.
en,pa,They eat music in the park.,ਉਹ ਪਾਰਕ ਵਿੱਚ ਸੰਗੀਤ ਖਾਂਦੇ ਹਨ।
pa,en,ਉਹ ਪਾਰਕ ਵਿੱਚ ਸੰਗੀਤ ਖਾਂਦੇ ਹਨ।,They eat music in the park.
hi,pa,वे पार्क में संगीत खाते हैं।,ਉਹ ਪਾਰਕ ਵਿੱਚ ਸੰਗੀਤ ਖਾਂਦੇ ਹਨ।
pa,hi,ਉਹ ਪਾਰਕ ਵਿੱਚ ਸੰਗੀਤ ਖਾਂਦੇ ਹਨ।,वे पार्क में संगीत खाते हैं।
en,hi,We eat movies in the restaurant.,हम रेस्तरां में फिल्में खाते हैं।
hi,en,हम रेस्तरां में फिल्में खाते हैं।,We eat movies in the restaurant.
en,pa,We eat movies in the restaurant.,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਫਿਲਮਾਂ ਖਾਂਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਫਿਲਮਾਂ ਖਾਂਦੇ ਹਾਂ।,We eat movies in the restaurant.
hi,pa,हम रेस्तरां में फिल्में खाते हैं।,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਫਿਲਮਾਂ ਖਾਂਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਫਿਲਮਾਂ ਖਾਂਦੇ ਹਾਂ।,हम रेस्तरां में फिल्में खाते हैं।
en,hi,I want cricket in the school.,मैं स्कूल में क्रिकेट चाहता हूं.
hi,en,मैं स्कूल में क्रिकेट चाहता हूं.,I want cricket in the school.
en,pa,I want cricket in the school.,ਮੈਂ ਸਕੂਲ ਵਿੱਚ ਕ੍ਰਿਕਟ ਚਾਹੁੰਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਸਕੂਲ ਵਿੱਚ ਕ੍ਰਿਕਟ ਚਾਹੁੰਦਾ ਹਾਂ।,I want cricket in the school.
hi,pa,मैं स्कूल में क्रिकेट चाहता हूं.,ਮੈਂ ਸਕੂਲ ਵਿੱਚ ਕ੍ਰਿਕਟ ਚਾਹੁੰਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਸਕੂਲ ਵਿੱਚ ਕ੍ਰਿਕਟ ਚਾਹੁੰਦਾ ਹਾਂ।,मैं स्कूल में क्रिकेट चाहता हूं.
en,hi,I play coffee in the city.,मैं शहर में कॉफ़ी खेलता हूँ।
hi,en,मैं शहर में कॉफ़ी खेलता हूँ।,I play coffee in the city.
en,pa,I play coffee in the city.,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਕੌਫੀ ਖੇਡਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਕੌਫੀ ਖੇਡਦਾ ਹਾਂ।,I play coffee in the city.
hi,pa,मैं शहर में कॉफ़ी खेलता हूँ।,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਕੌਫੀ ਖੇਡਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਕੌਫੀ ਖੇਡਦਾ ਹਾਂ।,मैं शहर में कॉफ़ी खेलता हूँ।
en,hi,He eat coffee in the village.,वह गांव में कॉफी पीता है.
hi,en,वह गांव में कॉफी पीता है.,He eat coffee in the village.
en,pa,He eat coffee in the village.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਕੌਫੀ ਖਾਂਦਾ ਹੈ।
pa,en,ਉਹ ਪਿੰਡ ਵਿੱਚ ਕੌਫੀ ਖਾਂਦਾ ਹੈ।,He eat coffee in the village.
hi,pa,वह गांव में कॉफी पीता है.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਕੌਫੀ ਖਾਂਦਾ ਹੈ।
pa,hi,ਉਹ ਪਿੰਡ ਵਿੱਚ ਕੌਫੀ ਖਾਂਦਾ ਹੈ।,वह गांव में कॉफी पीता है.
en,hi,He buy cricket in the city.,वह शहर में क्रिकेट खरीदता है।
hi,en,वह शहर में क्रिकेट खरीदता है।,He buy cricket in the city.
en,pa,He buy cricket in the city.,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਖਰੀਦਦਾ ਹੈ।
pa,en,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਖਰੀਦਦਾ ਹੈ।,He buy cricket in the city.
hi,pa,वह शहर में क्रिकेट खरीदता है।,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਖਰੀਦਦਾ ਹੈ।
pa,hi,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਖਰੀਦਦਾ ਹੈ।,वह शहर में क्रिकेट खरीदता है।
en,hi,They buy coffee in the school.,वे स्कूल में कॉफी खरीदते हैं।
hi,en,वे स्कूल में कॉफी खरीदते हैं।,They buy coffee in the school.
en,pa,They buy coffee in the school.,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕੌਫੀ ਖਰੀਦਦੇ ਹਨ।
pa,en,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕੌਫੀ ਖਰੀਦਦੇ ਹਨ।,They buy coffee in the school.
hi,pa,वे स्कूल में कॉफी खरीदते हैं।,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕੌਫੀ ਖਰੀਦਦੇ ਹਨ।
pa,hi,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕੌਫੀ ਖਰੀਦਦੇ ਹਨ।,वे स्कूल में कॉफी खरीदते हैं।
en,hi,I eat coffee in the market.,मैं बाज़ार में कॉफ़ी खाता हूँ.
hi,en,मैं बाज़ार में कॉफ़ी खाता हूँ.,I eat coffee in the market.
en,pa,I eat coffee in the market.,ਮੈਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੌਫੀ ਖਾਂਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੌਫੀ ਖਾਂਦਾ ਹਾਂ।,I eat coffee in the market.
hi,pa,मैं बाज़ार में कॉफ़ी खाता हूँ.,ਮੈਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੌਫੀ ਖਾਂਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੌਫੀ ਖਾਂਦਾ ਹਾਂ।,मैं बाज़ार में कॉफ़ी खाता हूँ.
en,hi,They eat football in the city.,वे शहर में फुटबॉल खाते हैं।
hi,en,वे शहर में फुटबॉल खाते हैं।,They eat football in the city.
en,pa,They eat football in the city.,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਖਾਂਦੇ ਹਨ।
pa,en,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਖਾਂਦੇ ਹਨ।,They eat football in the city.
hi,pa,वे शहर में फुटबॉल खाते हैं।,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਖਾਂਦੇ ਹਨ।
pa,hi,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਖਾਂਦੇ ਹਨ।,वे शहर में फुटबॉल खाते हैं।
en,hi,I like football in the school.,मुझे स्कूल में फुटबॉल पसंद है.
hi,en,मुझे स्कूल में फुटबॉल पसंद है.,I like football in the school.
en,pa,I like football in the school.,ਮੈਨੂੰ ਸਕੂਲ ਵਿੱਚ ਫੁੱਟਬਾਲ ਪਸੰਦ ਹੈ।
pa,en,ਮੈਨੂੰ ਸਕੂਲ ਵਿੱਚ ਫੁੱਟਬਾਲ ਪਸੰਦ ਹੈ।,I like football in the school.
hi,pa,मुझे स्कूल में फुटबॉल पसंद है.,ਮੈਨੂੰ ਸਕੂਲ ਵਿੱਚ ਫੁੱਟਬਾਲ ਪਸੰਦ ਹੈ।
pa,hi,ਮੈਨੂੰ ਸਕੂਲ ਵਿੱਚ ਫੁੱਟਬਾਲ ਪਸੰਦ ਹੈ।,मुझे स्कूल में फुटबॉल पसंद है.
en,hi,I know football in the city.,मैं शहर में फुटबॉल जानता हूं।
hi,en,मैं शहर में फुटबॉल जानता हूं।,I know football in the city.
en,pa,I know football in the city.,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਨੂੰ ਜਾਣਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਨੂੰ ਜਾਣਦਾ ਹਾਂ।,I know football in the city.
hi,pa,मैं शहर में फुटबॉल जानता हूं।,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਨੂੰ ਜਾਣਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਨੂੰ ਜਾਣਦਾ ਹਾਂ।,मैं शहर में फुटबॉल जानता हूं।
en,hi,You know cricket in the home.,आप घर में क्रिकेट जानते हैं.
hi,en,आप घर में क्रिकेट जानते हैं.,You know cricket in the home.
en,pa,You know cricket in the home.,ਤੁਸੀਂ ਘਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਜਾਣਦੇ ਹੋ।
pa,en,ਤੁਸੀਂ ਘਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਜਾਣਦੇ ਹੋ।,You know cricket in the home.
hi,pa,आप घर में क्रिकेट जानते हैं.,ਤੁਸੀਂ ਘਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਜਾਣਦੇ ਹੋ।
pa,hi,ਤੁਸੀਂ ਘਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਜਾਣਦੇ ਹੋ।,आप घर में क्रिकेट जानते हैं.
en,hi,He watch books in the village.,वह गाँव में किताबें देखता है।
hi,en,वह गाँव में किताबें देखता है।,He watch books in the village.
en,pa,He watch books in the village.,ਉਹ ਪਿੰਡ ਵਿਚ ਕਿਤਾਬਾਂ ਦੇਖਦਾ ਹੈ।
pa,en,ਉਹ ਪਿੰਡ ਵਿਚ ਕਿਤਾਬਾਂ ਦੇਖਦਾ ਹੈ।,He watch books in the village.
hi,pa,वह गाँव में किताबें देखता है।,ਉਹ ਪਿੰਡ ਵਿਚ ਕਿਤਾਬਾਂ ਦੇਖਦਾ ਹੈ।
pa,hi,ਉਹ ਪਿੰਡ ਵਿਚ ਕਿਤਾਬਾਂ ਦੇਖਦਾ ਹੈ।,वह गाँव में किताबें देखता है।
en,hi,He see music in the city.,वह शहर में संगीत देखता है।
hi,en,वह शहर में संगीत देखता है।,He see music in the city.
en,pa,He see music in the city.,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਸੰਗੀਤ ਦੇਖਦਾ ਹੈ।
pa,en,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਸੰਗੀਤ ਦੇਖਦਾ ਹੈ।,He see music in the city.
hi,pa,वह शहर में संगीत देखता है।,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਸੰਗੀਤ ਦੇਖਦਾ ਹੈ।
pa,hi,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਸੰਗੀਤ ਦੇਖਦਾ ਹੈ।,वह शहर में संगीत देखता है।
en,hi,They watch cars in the restaurant.,वे रेस्तरां में कारें देखते हैं।
hi,en,वे रेस्तरां में कारें देखते हैं।,They watch cars in the restaurant.
en,pa,They watch cars in the restaurant.,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦੇ ਹਨ।
pa,en,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦੇ ਹਨ।,They watch cars in the restaurant.
hi,pa,वे रेस्तरां में कारें देखते हैं।,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦੇ ਹਨ।
pa,hi,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦੇ ਹਨ।,वे रेस्तरां में कारें देखते हैं।
en,hi,You see cars in the village.,आप गाँव में गाड़ियाँ देखते हैं।
hi,en,आप गाँव में गाड़ियाँ देखते हैं।,You see cars in the village.
en,pa,You see cars in the village.,ਤੁਸੀਂ ਪਿੰਡ ਵਿੱਚ ਕਾਰਾਂ ਵੇਖਦੇ ਹੋ।
pa,en,ਤੁਸੀਂ ਪਿੰਡ ਵਿੱਚ ਕਾਰਾਂ ਵੇਖਦੇ ਹੋ।,You see cars in the village.
hi,pa,आप गाँव में गाड़ियाँ देखते हैं।,ਤੁਸੀਂ ਪਿੰਡ ਵਿੱਚ ਕਾਰਾਂ ਵੇਖਦੇ ਹੋ।
pa,hi,ਤੁਸੀਂ ਪਿੰਡ ਵਿੱਚ ਕਾਰਾਂ ਵੇਖਦੇ ਹੋ।,आप गाँव में गाड़ियाँ देखते हैं।
en,hi,I know football in the park.,मैं पार्क में फुटबॉल जानता हूं।
hi,en,मैं पार्क में फुटबॉल जानता हूं।,I know football in the park.
en,pa,I know football in the park.,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਫੁੱਟਬਾਲ ਜਾਣਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਫੁੱਟਬਾਲ ਜਾਣਦਾ ਹਾਂ।,I know football in the park.
hi,pa,मैं पार्क में फुटबॉल जानता हूं।,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਫੁੱਟਬਾਲ ਜਾਣਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਫੁੱਟਬਾਲ ਜਾਣਦਾ ਹਾਂ।,मैं पार्क में फुटबॉल जानता हूं।
en,hi,He watch food in the office.,वह कार्यालय में भोजन देखता है।
hi,en,वह कार्यालय में भोजन देखता है।,He watch food in the office.
en,pa,He watch food in the office.,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਖਾਣਾ ਦੇਖਦਾ ਹੈ।
pa,en,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਖਾਣਾ ਦੇਖਦਾ ਹੈ।,He watch food in the office.
hi,pa,वह कार्यालय में भोजन देखता है।,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਖਾਣਾ ਦੇਖਦਾ ਹੈ।
